,BETA,Total loss,Reconstruction (MSE),KL div,Test MAE,Epochs,Training time,Activation,Batch size,Saved as,Seed,Output nodes
0,0.009999999776482582,0.14682817459106445,0.02837109006941318,11.845707893371582,0.11428768932819365,30,1 mins 29s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=1.hdf5,0,1
1,0.009999999776482582,0.09623865783214568,0.017325568944215775,7.891308784484862,0.08001048117876053,60,2 mins 55s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=1.hdf5,0,1
2,0.009999999776482582,0.08535725623369217,0.015988841652870178,6.936840057373048,0.08377602696418762,90,4 mins 22s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=1.hdf5,0,1
3,0.009999999776482582,0.08275666832923889,0.018774788826704025,6.398188591003418,0.10173053294420242,120,5 mins 49s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=1.hdf5,0,1
4,0.009999999776482582,,,,,300,14 mins 32s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=1.hdf5,0,1
5,0.009999999776482582,,,,,600,29 mins 6s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=1.hdf5,0,1
6,0.009999999776482582,0.25973421335220337,0.13934598863124847,12.038823127746582,0.18427710235118866,30,1 mins 25s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=2.hdf5,0,2
7,0.009999999776482582,0.1414886862039566,0.046128030866384506,9.536066055297852,0.13747219741344452,60,2 mins 51s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=2.hdf5,0,2
8,0.009999999776482582,0.10659804195165634,0.022570954635739326,8.402709007263184,0.10134197771549223,90,4 mins 18s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=2.hdf5,0,2
9,0.009999999776482582,0.09892261028289796,0.018793676048517227,8.012893676757812,0.09373319894075394,120,5 mins 44s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=2.hdf5,0,2
10,0.009999999776482582,0.07570262998342514,0.016950761899352074,5.875187397003174,0.0996427834033966,300,14 mins 22s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=2.hdf5,0,2
11,0.009999999776482582,,,,,600,28 mins 50s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=2.hdf5,0,2
12,0.009999999776482582,0.4724796712398529,0.3410526216030121,13.14270305633545,0.38813453912734985,30,1 mins 26s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=5.hdf5,0,5
13,0.009999999776482582,0.2410299926996231,0.12814153730869293,11.28884506225586,0.2382444590330124,60,2 mins 53s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=5.hdf5,0,5
14,0.009999999776482582,0.1906836181879044,0.08957599848508835,10.110762596130373,0.1798722892999649,90,4 mins 20s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=5.hdf5,0,5
15,0.009999999776482582,0.17606930434703827,0.08435875177383423,9.17105484008789,0.1688854694366455,120,5 mins 48s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=5.hdf5,0,5
16,0.009999999776482582,0.0834515243768692,0.017075065523386,6.637646675109862,0.1023576483130455,300,14 mins 29s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=5.hdf5,0,5
17,0.009999999776482582,0.07449629157781601,0.015051484107971191,5.94448184967041,0.09624635428190233,600,29 mins 1s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=5.hdf5,0,5
18,0.009999999776482582,1.1913498640060425,1.0979046821594238,9.344511985778807,0.8102641701698303,30,1 mins 29s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=10.hdf5,0,10
19,0.009999999776482582,0.7767966389656067,0.6591339111328125,11.76626968383789,0.586566150188446,60,2 mins 55s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=10.hdf5,0,10
20,0.009999999776482582,0.6576495170593262,0.5406959056854248,11.695358276367188,0.5113133788108826,90,4 mins 22s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=10.hdf5,0,10
21,0.009999999776482582,0.5891575217247009,0.4715258479118347,11.763171195983887,0.4693996906280518,120,5 mins 49s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=10.hdf5,0,10
22,0.009999999776482582,0.4106835126876831,0.30651068687438965,10.417283058166504,0.37541502714157104,300,14 mins 37s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=10.hdf5,0,10
23,0.009999999776482582,0.2750272750854492,0.1762499064207077,9.877739906311037,0.2876831591129303,600,29 mins 28s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=10.hdf5,0,10
24,0.009999999776482582,1.9702922105789185,1.9316359758377075,3.865647077560425,1.191760540008545,30,1 mins 52s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=25.hdf5,0,25
25,0.009999999776482582,1.82971715927124,1.783219575881958,4.6497650146484375,1.1316243410110474,60,3 mins 47s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=25.hdf5,0,25
26,0.009999999776482582,1.7254590988159182,1.6737781763076782,5.168097496032715,1.0952143669128418,90,5 mins 43s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=25.hdf5,0,25
27,0.009999999776482582,1.6413649320602417,1.5832750797271729,5.8089866638183585,1.0546212196350098,120,7 mins 39s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=25.hdf5,0,25
28,0.009999999776482582,2.2774221897125244,2.248445749282837,2.8976142406463623,1.2938008308410645,300,19 mins 12s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=25.hdf5,0,25
