,BETA,Total loss,Reconstruction (MSE),KL div,Test MAE,Epochs,Training time,Activation,Batch size,Saved as,Seed,Output nodes
29,0.009999999776482582,1.9574259519577024,1.905191659927368,5.22343635559082,1.1452631950378418,600,38 mins 29s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=25.hdf5,0,25
30,0.009999999776482582,2.399691343307495,2.3845930099487305,1.5098875761032104,1.3278727531433103,30,1 mins 56s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=50.hdf5,0,50
31,0.009999999776482582,2.2913830280303955,2.271388292312622,1.9994982481002808,1.2894161939620972,60,3 mins 55s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=50.hdf5,0,50
32,0.009999999776482582,2.1844286918640137,2.1597826480865483,2.4646122455596924,1.2455987930297852,90,5 mins 54s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=50.hdf5,0,50
33,0.009999999776482582,2.1082746982574463,2.0754873752593994,3.2787342071533203,1.2147525548934937,120,7 mins 54s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=50.hdf5,0,50
34,0.009999999776482582,2.0845744609832764,2.0556299686431885,2.8944513797760014,1.2079222202301023,300,19 mins 55s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=50.hdf5,0,50
35,0.009999999776482582,,,,,600,40 mins 0s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=50.hdf5,0,50
36,0.009999999776482582,2.4772446155548096,2.4772698879241943,-0.002486083889380097,1.3609429597854614,30,2 mins 3s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=100.hdf5,0,100
37,0.009999999776482582,2.480385065078736,2.4803907871246342,-0.0005912589840590954,1.3610270023345947,60,4 mins 7s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=100.hdf5,0,100
38,0.009999999776482582,2.487056255340576,2.4870331287384038,0.0022951546125113964,1.3597557544708252,90,6 mins 12s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=100.hdf5,0,100
39,0.009999999776482582,2.480473041534424,2.480477809906006,-0.0004702300939243287,1.3589638471603394,120,8 mins 18s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=100.hdf5,0,100
40,0.009999999776482582,2.4655299186706543,2.4655537605285645,-0.002372764516621828,1.3530752658843994,300,20 mins 56s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=100.hdf5,0,100
41,0.009999999776482582,2.4337403774261475,2.43371844291687,0.002213706960901618,1.3451402187347412,600,42 mins 18s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=100.hdf5,0,100
42,0.009999999776482582,2.4727561473846436,2.4727728366851807,-0.0016855926951393485,1.3795405626296997,30,2 mins 20s,swish,100,BETA=0.01_epochs=30_seed=0_output_nodes=200.hdf5,0,200
43,0.009999999776482582,2.475390672683716,2.4753992557525635,-0.0008526000892743468,1.3805938959121704,60,4 mins 43s,swish,100,BETA=0.01_epochs=60_seed=0_output_nodes=200.hdf5,0,200
44,0.009999999776482582,2.4808928966522217,2.480868101119995,0.002450286876410246,1.3812687397003174,90,7 mins 7s,swish,100,BETA=0.01_epochs=90_seed=0_output_nodes=200.hdf5,0,200
45,0.009999999776482582,2.4842758178710938,2.4842801094055176,-0.0004222335701342672,1.3815990686416626,120,9 mins 32s,swish,100,BETA=0.01_epochs=120_seed=0_output_nodes=200.hdf5,0,200
46,0.009999999776482582,2.4969723224639893,2.4969964027404785,-0.0023636664263904095,1.38262140750885,300,23 mins 59s,swish,100,BETA=0.01_epochs=300_seed=0_output_nodes=200.hdf5,0,200
47,0.009999999776482582,2.4926631450653076,2.492642879486084,0.0020291022956371307,1.3810572624206543,600,47 mins 39s,swish,100,BETA=0.01_epochs=600_seed=0_output_nodes=200.hdf5,0,200
