,BETA,Total loss,Reconstruction (MSE),KL div,Test MAE,Epochs,Training time,Activation,Batch size,Saved as,Seed,Output nodes
0,0.0010000000474974509,0.008130595088005066,0.0015550112584605813,6.575583457946777,0.028950944542884827,30,2 mins 4s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=200.hdf5,0,200
1,0.0010000000474974509,0.007542463950812818,0.0012692112941294909,6.273252010345459,0.024275463074445724,60,4 mins 9s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=200.hdf5,0,200
2,0.0010000000474974509,0.006702277343720198,0.0008532775682397188,5.848999500274657,0.01963868550956249,90,6 mins 15s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=200.hdf5,0,200
3,0.0010000000474974509,0.00656469166278839,0.0010202622506767511,5.544429302215576,0.02156797237694264,120,8 mins 24s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=200.hdf5,0,200
4,0.0010000000474974509,0.007772722281515598,0.0013795254053547974,6.3931965827941895,0.0244344025850296,30,1 mins 48s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=100.hdf5,0,100
5,0.0010000000474974509,0.00664133857935667,0.0009855550015345216,5.655783176422119,0.022853383794426918,60,3 mins 36s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=100.hdf5,0,100
6,0.0010000000474974509,0.006168573629111052,0.0007316005066968501,5.4369730949401855,0.019174084067344662,90,5 mins 26s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=100.hdf5,0,100
7,0.0010000000474974509,0.006489013787358999,0.0012684424873441458,5.22057056427002,0.020564626902341843,120,7 mins 18s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=100.hdf5,0,100
8,0.0010000000474974509,0.008013433776795864,0.0013056856114417315,6.707747459411621,0.02647119015455246,30,1 mins 46s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=50.hdf5,0,50
9,0.0010000000474974509,0.00717934174463153,0.0009084861958399416,6.27085542678833,0.01974661648273468,60,3 mins 33s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=50.hdf5,0,50
10,0.0010000000474974509,0.006755055859684944,0.0009439057903364301,5.811150074005128,0.01956280320882797,90,5 mins 22s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=50.hdf5,0,50
11,0.0010000000474974509,0.00648029986768961,0.001034740242175758,5.445559024810791,0.02159364335238934,120,7 mins 11s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=50.hdf5,0,50
12,0.0010000000474974509,0.007831296883523464,0.001104764873161912,6.726531028747559,0.02329367585480213,30,1 mins 45s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=25.hdf5,0,25
13,0.0010000000474974509,0.007050636690109969,0.0009198160259984434,6.130820274353027,0.0209668017923832,60,3 mins 30s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=25.hdf5,0,25
14,0.0010000000474974509,0.006681004539132118,0.0008732061833143232,5.807798385620117,0.019546035677194595,90,5 mins 17s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=25.hdf5,0,25
15,0.0010000000474974509,0.0067653218284249314,0.0008379422943107784,5.927379131317139,0.018574891611933708,120,7 mins 5s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=25.hdf5,0,25
16,0.0010000000474974509,0.00741321686655283,0.0011930952314287426,6.220121383666992,0.024179862812161446,30,1 mins 43s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=10.hdf5,0,10
17,0.0010000000474974509,0.006672479212284088,0.00097905402071774,5.693424701690674,0.01959800533950329,60,3 mins 27s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=10.hdf5,0,10
18,0.0010000000474974509,0.006325524765998125,0.0006183121004141867,5.707212448120117,0.016149694100022316,90,5 mins 11s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=10.hdf5,0,10
19,0.0010000000474974509,0.006270731333643198,0.0007319786236621437,5.538753032684326,0.01902221515774727,120,6 mins 54s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=10.hdf5,0,10
20,0.0010000000474974509,0.007552104536443949,0.0013499081833288074,6.20219612121582,0.025264101102948192,30,1 mins 46s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=5.hdf5,0,5
21,0.0010000000474974509,0.006674085278064013,0.001178247737698257,5.495837211608887,0.020102404057979584,60,3 mins 33s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=5.hdf5,0,5
22,0.0010000000474974509,0.006386961322277784,0.001020615454763174,5.366345405578613,0.02120253443717956,90,5 mins 23s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=5.hdf5,0,5
23,0.0010000000474974509,0.006171540357172489,0.0009993038838729262,5.172236442565918,0.018990617245435715,120,7 mins 10s,swish,100,BETA=0.001_epochs=120_seed=0_output_nodes=5.hdf5,0,5
24,0.0010000000474974509,0.006532110273838043,0.0010075304890051484,5.5245795249938965,0.02549680508673191,30,1 mins 52s,swish,100,BETA=0.001_epochs=30_seed=0_output_nodes=2.hdf5,0,2
25,0.0010000000474974509,0.006149741355329752,0.0010124893160536883,5.137250900268555,0.023683397099375725,60,3 mins 45s,swish,100,BETA=0.001_epochs=60_seed=0_output_nodes=2.hdf5,0,2
26,0.0010000000474974509,0.0059568025171756744,0.0009927895152941346,4.96401309967041,0.023464348167181008,90,5 mins 39s,swish,100,BETA=0.001_epochs=90_seed=0_output_nodes=2.hdf5,0,2
